UniqueCount	AmbigCount
0	8
0	8
0	8
0	8
0	8
0	9
0	8
0	8
1	9
0	8
0	8
0	8
0	8
0	8
0	8
0	8
0	8
0	8
0	8
0	8
0	8
0	6
0	8
0	8
0	8
0	8
0	7
0	0
0	2
0	430
0	1401
0	946
0	1402
0	1162
0	1314
0	1411
0	1386
0	1062
0	1177
0	831
0	873
0	1316
0	1440
0	799
0	1430
0	1382
0	1213
0	282
0	1129
0	801
0	1121
0	1105
0	498
0	1054
0	1364
0	1180
0	569
0	888
0	844
0	1177
0	701
0	1065
0	1369
0	1403
0	1280
0	1037
0	1128
0	404
0	1308
0	1384
0	1188
0	1165
0	771
0	1377
0	1224
0	1473
0	525
0	1132
0	687
0	342
0	1086
0	1315
0	816
0	540
0	627
0	793
0	1270
0	890
0	1183
0	844
0	1326
0	1237
0	379
0	915
0	1224
0	908
0	305
0	751
0	755
0	641
0	1381
0	1353
0	1399
0	1135
0	1383
0	1136
0	736
0	1371
0	1416
0	817
0	275
0	545
0	1161
0	1418
0	806
0	1208
0	1370
0	1343
0	1114
0	1416
0	1034
0	747
0	1287
0	1176
0	474
0	1183
0	373
0	336
0	642
0	1099
0	1328
0	1084
0	551
0	343
0	375
0	1103
0	1144
0	415
0	608
0	446
0	305
0	464
0	1111
0	884
0	938
0	1301
0	503
0	1340
0	513
0	847
0	1338
0	649
0	561
0	769
0	1421
0	616
0	1141
0	1337
0	811
0	1320
0	1005
0	1207
0	1402
0	928
0	1273
0	1311
0	1420
0	792
0	815
0	798
0	810
0	260
0	610
0	103
0	169
0	665
0	422
0	273
0	398
0	904
0	124
0	424
0	781
0	140
0	269
0	685
0	184
0	411
0	411
0	187
0	303
0	315
0	275
0	846
0	206
0	816
0	871
0	743
0	817
0	214
0	412
0	251
0	523
0	479
0	847
0	805
0	293
0	844
0	873
0	338
0	274
0	58
0	242
0	425
0	826
0	391
0	337
0	608
0	194
0	211
0	297
0	751
0	238
0	631
0	587
0	516
0	439
0	825
0	323
0	529
0	132
0	557
0	325
0	505
0	119
0	508
0	239
0	746
0	460
0	373
0	212
0	88
0	867
0	235
0	874
0	678
0	659
0	536
0	242
0	751
0	300
0	779
0	527
0	109
0	258
0	523
0	370
0	214
0	594
0	137
0	746
0	775
0	263
0	133
0	775
0	416
0	133
0	84
0	126
0	818
0	651
0	650
0	286
0	769
0	124
0	446
0	752
0	383
0	387
0	542
0	578
0	474
0	636
0	523
0	443
0	121
0	471
0	630
0	500
0	409
0	539
0	290
0	820
0	590
0	79
0	564
0	560
0	236
0	60
0	82
0	180
0	513
0	123
0	384
0	168
0	89
0	87
0	124
0	89
0	88
0	377
0	88
0	90
1	386
0	1082
0	0
0	0
0	0
0	0
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	52
0	44
0	47
0	40
0	1
0	40
1	43
0	40
0	40
0	43
0	3
0	45
0	43
0	42
0	45
0	40
0	26
0	38
0	0
214	55
0	46
2	88
0	61
0	63
0	42
0	43
0	40
0	44
0	44
0	41
0	38
0	49
0	52
0	43
0	37
0	43
0	38
0	38
0	43
2	41
0	54
0	35
0	38
0	41
0	5
1	9
0	5
0	19
0	8
0	9
0	3
0	19
0	9
0	8
0	8
0	5
0	33
0	0
1	2
0	0
0	0
0	23
0	33
0	9
0	19
0	188
0	0
0	1
0	12
0	12
0	13
0	3
0	13
0	12
0	13
0	12
0	13
0	13
0	12
0	12
0	12
0	12
0	12
0	20
0	12
0	13
0	12
0	20
0	12
0	13
0	13
0	13
0	12
0	12
0	13
0	12
0	12
0	11
0	12
0	13
0	13
0	12
0	13
0	12
0	13
0	12
0	12
0	13
0	13
0	20
2	50
0	1400
0	1162
0	593
0	1001
0	1427
0	990
0	962
0	1072
0	822
0	1419
0	849
0	922
0	1303
0	1225
0	894
0	1191
0	1453
0	1475
0	1259
0	1441
0	826
0	1352
0	1308
0	1304
0	1344
0	607
0	1376
0	1401
0	1045
0	1477
0	1287
0	676
0	990
0	1384
0	1185
0	1424
0	1353
0	1331
0	826
0	523
0	1423
0	1390
0	798
0	965
0	1104
0	1353
0	571
0	922
0	1403
0	984
0	1002
0	1246
0	1291
0	1299
0	1298
0	870
0	1288
0	1023
0	1235
0	1131
0	1403
0	1333
0	1141
0	1366
0	958
0	1394
0	942
0	913
0	978
0	1037
0	993
0	1006
0	1004
0	1290
0	887
0	1426
0	1214
0	1376
0	933
0	1008
0	996
0	805
0	1291
0	1184
0	1028
0	1377
0	1049
0	1359
0	1191
0	1141
0	732
0	1371
0	1320
0	1323
0	1175
0	1417
0	1216
0	1373
0	851
0	475
0	1082
0	1349
0	1204
0	872
0	1451
0	1201
0	1340
0	503
0	828
0	810
0	1112
0	366
0	1431
0	1330
0	503
0	1246
0	1162
0	664
0	1090
0	1416
0	1079
0	1297
0	957
0	1442
0	855
0	1408
0	995
0	1388
0	1120
0	967
0	926
0	1209
0	1076
0	834
0	1048
0	540
0	1359
0	1060
0	622
0	1124
0	1177
0	916
0	1098
0	1168
0	609
0	1167
0	1045
0	697
0	1047
0	682
0	1246
0	977
0	1345
0	633
0	1235
0	966
0	760
0	1430
0	887
0	745
0	1422
0	1042
0	672
0	1114
0	1342
0	1383
0	850
0	596
0	1213
0	1295
0	1439
0	565
0	1083
0	1107
0	1099
0	1406
0	1305
0	1021
0	1382
0	1334
0	1065
0	1097
0	485
0	1393
0	1330
0	1311
0	1286
0	477
0	1340
0	1174
0	716
0	1291
0	1101
0	1180
0	1124
0	1292
0	967
0	1376
0	610
0	540
0	1021
0	644
0	1189
0	1246
0	1166
0	985
0	742
0	251
0	312
0	626
0	1068
0	1210
0	1168
0	681
0	547
0	1391
0	785
0	1149
0	971
0	1181
0	1022
0	1215
0	1228
0	1026
0	871
0	780
0	1298
0	1414
0	581
0	1006
0	1382
0	1356
0	1289
0	1367
0	811
0	1188
0	1382
0	539
0	1005
0	968
0	1028
14	1064
0	1055
0	745
0	1044
0	1120
0	680
0	1421
0	1330
0	564
0	878
0	1247
0	1242
0	972
0	1417
0	1317
0	1394
0	1325
0	976
0	456
0	1330
0	1298
0	711
0	1340
0	1037
0	1242
0	1231
0	1106
2	1449
0	1355
0	688
0	950
0	1288
0	1146
0	1085
0	1410
0	1014
0	851
0	930
0	1310
0	1182
0	1364
0	1274
0	1268
0	125
0	541
0	63
0	585
0	238
0	629
0	433
0	277
0	428
0	210
0	377
0	234
0	314
0	339
0	496
0	117
0	170
0	125
0	439
0	96
0	689
0	142
0	34
0	102
0	209
0	170
0	467
0	642
0	350
0	29
0	374
0	322
0	274
0	138
0	263
0	280
0	339
0	75
0	67
0	113
0	120
2	73
0	42
0	84
0	210
37	2
0	2
0	1115
0	0
0	0
0	0
3	198
2	197
0	182
0	182
0	177
0	177
0	171
8	26
0	53
0	2
0	135
0	0
3	1
0	3
0	0
0	3
0	3
0	3
0	0
0	0
0	0
0	2
0	48
0	0
0	0
0	0
0	0
0	0
0	2
0	1
0	1
0	3
0	65
0	11
0	4
2	9
0	0
15	8
0	115
0	78
1	103
0	88
0	90
1	57
0	21
0	81
0	69
22	24
0	39
13	15
0	37
3	48
0	51
0	53
0	53
0	0
0	8
0	2
0	0
8	48
0	1
1	3
0	1
0	2
0	3
0	3
0	4
0	4
3	1
0	3
0	2
0	3
0	3
0	3
0	33
0	4
0	0
0	7
0	106
0	61
0	4
0	31
0	14
0	11
0	6
68	743
0	46
1	290
0	177
0	177
0	168
0	158
0	193
0	105
0	101
0	99
0	89
0	78
0	77
0	74
0	78
0	134
0	95
0	81
0	45
0	51
0	116
0	70
0	35
0	19
0	45
17	48
0	58
0	24
0	8
0	8
0	23
0	4
0	9
0	13
0	7
0	5
0	12
0	8
0	31
0	30
0	8
0	66
0	29
0	30
0	14
0	8
0	60
0	8
0	55
0	6
0	13
0	24
0	11
6	13
1	69
0	17
0	20
0	5
6	37
0	4
0	38
21	13
0	5
0	35
0	10
0	6
0	64
0	15
0	4
1	73
0	72
94	108
0	52
0	83
0	52
0	100
0	87
0	0
0	0
0	0
0	0
1	256
90	874
356	52079
0	0
19	909
0	0
955	1204
32	2692
0	0
0	2
0	0
0	0
0	1
0	29
12	32
0	35
0	19
0	20
0	20
0	16
0	37
0	17
0	17
0	20
0	16
0	18
0	28
0	17
0	15
0	16
6	37
11	19
0	16
0	19
0	21
0	18
0	12
0	13
0	12
0	15
0	10
0	9
0	8
0	8
0	29
0	34
9	10
0	29
1	13
0	1
0	2
0	4
0	8
0	9
0	6
0	5
0	3
0	6
1	30
0	25
0	12
0	19
0	1
0	6
0	184
0	161
0	151
0	128
0	26
0	151
0	107
7	11
0	157
0	146
0	325
0	321
0	272
59	195
42	21
0	146
0	151
28	34
85	290
7	125
0	488
16	65
0	71
0	202
0	263
0	181
0	158
0	46
0	202
0	141
0	175
0	170
0	122
0	205
0	200
0	160
0	149
0	201
0	192
0	20
0	148
0	256
0	233
0	137
0	129
0	290
0	167
0	142
0	121
0	176
0	48
0	50
0	282
0	156
0	194
0	46
0	159
0	158
0	157
0	193
0	157
0	128
0	104
0	165
0	48
0	53
0	178
0	22
0	185
0	48
0	52
0	185
0	86
0	149
1	154
0	175
0	82
1	132
0	174
0	53
0	46
0	146
7	146
6	15
1	94
0	27
0	60
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	7
0	7
0	4
0	5
0	4
0	3
0	38
0	5
0	38
0	4
0	4
0	4
0	38
0	4
0	38
0	5
0	38
0	4
0	5
0	4
0	4
0	4
0	3
0	4
0	4
0	4
0	4
0	5
0	4
0	4
0	0
0	0
0	0
0	0
0	0
0	2
0	1
0	0
0	1
0	0
0	1
1	4
0	1
0	1
0	0
0	0
0	1
0	2
1	2
1	3
0	1
0	1
0	0
0	1
0	4
0	1
0	0
0	3
0	1
0	1
0	1
0	1
0	1
0	8
0	5
0	0
0	10
0	0
0	1
0	0
0	4
0	1
5	2
0	0
1	6
0	2
0	5
0	1
0	0
0	0
0	0
5	10
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	1
0	0
