UniqueCount	AmbigCount
0	8
0	8
0	7
0	8
0	10
0	9
0	9
0	10
0	8
0	9
0	8
0	8
0	9
0	8
0	7
0	8
0	7
0	8
0	8
0	10
0	8
0	4
0	8
0	7
0	8
0	5
0	5
0	0
0	3
0	765
0	2385
0	1548
0	2321
0	1998
0	2206
0	2378
0	2332
0	1733
0	2042
0	1398
0	1526
0	2212
0	2476
0	1346
0	2391
0	2309
0	2071
0	586
0	1952
0	1288
0	1909
0	1868
0	972
0	1819
0	2284
0	2095
0	1029
0	1638
0	1410
0	2063
0	1192
0	1811
0	2349
0	2280
0	2128
0	1712
0	1920
0	831
0	2204
0	2267
0	1963
0	2088
0	1277
0	2300
0	2093
0	2473
0	1052
0	2043
0	1239
0	722
0	1915
0	2130
0	1364
0	1033
0	1166
0	1350
0	2118
0	1559
0	2037
0	1558
0	2218
0	2125
0	768
0	1648
0	2210
0	1576
0	672
0	1262
0	1207
0	1089
0	2290
0	2212
0	2356
0	1887
0	2293
0	1963
0	1219
0	2308
0	2320
0	1462
0	565
0	1009
0	1994
0	2410
0	1378
0	2125
0	2302
0	2239
0	1881
0	2414
0	1869
0	1328
0	2098
0	1946
0	891
0	2079
0	767
0	738
0	1110
0	1910
0	2198
0	1841
0	1053
0	741
0	784
0	1812
0	1973
0	742
0	1064
0	803
0	673
0	893
0	1953
0	1545
0	1543
0	2183
0	956
0	2187
0	899
0	1457
0	2232
0	1158
0	1047
0	1245
0	2377
0	1043
0	1846
0	2157
0	1486
0	2205
0	1726
0	2092
0	2371
0	1502
0	2051
0	2204
0	2393
0	1281
0	1437
0	1277
0	1288
0	491
0	1066
0	200
0	328
0	1181
0	687
0	479
0	621
0	1524
0	254
0	784
0	1331
0	290
0	469
0	1143
0	285
0	667
0	673
0	289
0	547
0	538
0	517
0	1462
0	313
0	1327
0	1463
0	1247
0	1330
0	293
0	665
0	443
0	817
0	787
0	1445
0	1376
0	472
0	1422
0	1489
0	639
0	501
0	136
0	432
0	790
0	1327
0	613
0	639
0	1017
0	313
0	381
0	572
0	1256
0	351
0	1024
0	1011
0	951
0	651
0	1407
0	564
0	902
0	275
0	971
0	638
0	792
0	262
0	872
0	401
0	1248
0	658
0	612
0	387
0	177
0	1441
0	405
0	1407
0	1190
0	1090
0	938
0	405
0	1262
0	506
0	1331
0	852
0	224
0	422
0	823
0	711
0	387
0	1040
0	255
0	1244
0	1322
0	464
0	264
0	1323
0	596
0	262
0	174
0	247
0	1376
0	1066
0	983
0	424
0	1312
0	266
0	813
0	1262
0	581
0	613
0	886
0	951
0	717
0	1105
0	822
0	741
0	239
0	807
0	1121
0	779
0	585
0	942
0	477
0	1319
0	1037
0	194
0	904
0	975
0	364
0	107
0	148
0	354
0	938
0	227
0	714
0	297
0	161
0	159
0	225
0	147
0	159
0	703
0	161
0	148
3	733
0	1752
0	0
0	0
0	1
0	3
0	4
0	0
0	0
0	2
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	47
0	134
0	180
0	165
0	11
0	168
0	173
0	175
0	165
0	174
0	3
0	191
0	139
0	180
0	178
0	169
0	69
0	127
0	8
373	74
1	58
1	197
0	183
0	207
0	173
0	173
0	166
0	171
0	173
0	166
0	134
0	201
0	201
0	171
0	170
0	171
0	165
0	152
0	153
2	150
0	131
0	124
0	126
0	125
0	10
0	21
0	21
0	29
0	21
0	21
0	20
0	27
0	16
0	16
0	16
0	16
0	18
0	0
0	0
0	0
0	0
0	72
0	137
0	10
0	25
0	398
0	0
0	1
0	13
0	14
0	18
0	5
0	18
0	13
0	17
0	12
0	18
0	17
0	14
0	13
0	14
0	13
0	14
0	18
0	13
0	18
0	12
0	20
0	14
0	19
0	18
0	19
0	13
0	13
0	19
0	14
0	14
0	14
0	13
0	18
0	17
0	12
0	18
0	13
0	18
0	14
0	14
0	17
0	17
0	20
2	76
3	2093
0	1710
0	851
0	1359
0	2057
0	1398
0	1372
0	1630
0	1257
0	2108
0	1144
0	1278
0	1891
0	1813
0	1228
0	1754
0	2167
0	2186
0	1875
0	2128
0	1208
0	1876
0	1954
0	1896
0	1971
0	894
0	2006
0	2082
0	1607
0	2191
0	1821
0	982
0	1494
0	2051
0	1747
0	2126
0	1967
0	2012
0	1258
0	731
0	2129
0	2067
0	1203
0	1458
0	1689
0	2031
0	817
0	1436
0	2038
0	1392
0	1364
0	1807
0	1933
0	1892
0	1889
0	1335
0	1879
0	1403
0	1758
0	1639
0	2079
0	1947
0	1623
0	1977
0	1401
0	2033
0	1366
0	1319
0	1523
0	1501
0	1357
0	1509
0	1519
0	1878
0	1220
0	2092
0	1831
0	2042
0	1401
0	1502
0	1460
0	1113
0	1882
0	1748
0	1532
0	2053
0	1620
0	2061
0	1748
0	1626
0	1123
0	1998
0	1916
0	1931
0	1682
0	2138
0	1692
0	1992
0	1311
0	642
0	1700
0	1981
0	1826
0	1189
0	2197
0	1796
0	2011
0	692
0	1192
0	1118
0	1571
0	586
0	2111
0	1960
0	741
0	1833
0	1640
0	944
0	1574
0	2119
0	1665
0	1891
0	1343
0	2153
0	1139
0	2095
0	1359
0	1996
0	1727
0	1462
0	1331
0	1843
0	1633
0	1140
0	1591
0	775
0	1997
0	1473
0	959
0	1693
0	1719
0	1289
0	1568
0	1669
0	950
0	1746
0	1603
0	1054
0	1537
0	959
0	1759
0	1467
0	2000
0	914
0	1885
0	1467
0	1138
0	2155
0	1358
0	1067
0	2120
0	1603
0	928
0	1699
0	1996
0	2020
0	1234
0	801
0	1639
0	1802
0	2156
0	775
0	1542
0	1617
0	1652
0	2091
0	1892
0	1501
0	2081
0	1949
0	1589
0	1630
0	641
0	2058
0	1949
0	1939
0	1820
0	674
0	1997
0	1737
0	1054
0	1878
0	1640
0	1737
0	1624
0	1883
0	1412
0	2033
0	857
0	814
0	1572
0	878
0	1755
0	1756
0	1733
0	1414
0	1073
0	370
0	472
0	856
0	1533
0	1794
0	1648
0	959
0	775
0	2065
0	1132
0	1771
0	1361
0	1806
0	1408
0	1865
0	1766
0	1408
0	1237
0	1069
0	1888
0	2104
0	809
0	1402
0	2048
0	1989
0	1872
0	2013
0	1125
0	1772
0	2019
0	743
0	1422
0	1333
0	1472
16	1644
0	1653
0	1067
0	1613
0	1734
0	961
0	2101
0	2002
0	799
0	1272
0	1778
0	1759
0	1467
0	2129
0	1842
0	2101
0	1912
0	1467
0	646
0	1918
0	1903
0	1007
0	1951
0	1536
0	1853
0	1705
0	1574
1	2196
0	1964
0	968
0	1395
0	1883
0	1609
0	1506
0	2101
0	1546
0	1222
0	1303
0	1915
0	1645
0	1992
0	1805
0	1858
0	211
0	901
0	91
0	918
0	366
0	1007
0	708
0	377
0	655
0	315
0	603
0	359
0	495
0	447
0	775
0	151
0	246
0	162
0	723
0	164
0	1096
0	197
0	44
0	154
0	264
0	263
0	767
0	999
0	516
0	39
0	544
0	507
0	327
0	160
0	408
0	382
0	444
0	155
0	200
0	283
0	300
0	145
0	109
0	167
0	444
90	1
0	3
0	1675
0	0
0	0
0	2
7	365
0	382
0	319
0	324
0	314
0	314
0	329
28	82
0	48
0	1
0	238
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	47
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	6
0	257
0	37
0	25
1	35
0	20
24	16
0	204
0	139
0	180
0	143
0	170
1	135
0	59
0	162
0	151
20	32
0	52
12	29
5	28
0	52
0	102
1	50
0	166
0	0
0	1
0	6
0	0
17	189
0	0
0	2
0	0
0	2
0	2
0	2
0	2
0	2
0	0
0	2
0	0
0	16
0	8
0	2
0	58
0	7
0	2
0	4
0	249
0	128
0	25
0	59
0	23
0	59
0	50
128	1355
0	127
2	450
0	342
0	345
0	314
0	285
0	303
0	207
0	211
0	161
0	151
0	148
0	139
0	138
0	146
0	180
0	156
0	112
0	57
0	81
0	176
1	101
0	36
1	25
0	55
16	57
0	48
0	19
0	9
0	12
0	18
0	4
0	8
0	11
0	11
0	4
0	28
0	18
0	32
0	34
0	18
0	62
0	34
0	32
0	26
0	21
0	53
0	6
0	44
0	11
0	12
0	17
0	10
15	15
0	59
0	21
0	16
0	9
1	31
0	2
0	31
29	14
0	2
0	30
0	9
0	4
0	44
0	14
0	2
1	57
0	57
81	127
0	85
0	102
0	82
0	118
0	100
0	0
0	0
0	0
0	0
0	223
137	1457
10439	26670
2	0
26	806
0	1
1233	1695
34	1845
0	0
0	6
0	0
0	0
0	1
0	61
6	31
0	42
0	43
0	49
0	25
0	46
0	51
0	48
0	48
0	24
0	36
0	49
2	63
0	45
0	34
0	41
9	39
12	25
0	42
0	38
0	49
0	41
0	39
0	23
0	36
0	37
0	39
0	40
0	32
0	32
0	50
0	39
17	19
0	89
9	29
0	2
2	3
0	9
0	15
0	13
0	13
0	10
0	17
0	9
22	96
0	28
0	8
0	14
0	0
0	16
0	357
0	330
0	290
0	283
0	42
0	314
0	237
10	11
0	321
0	294
0	674
0	673
0	610
122	399
50	35
0	298
0	295
74	59
191	638
12	252
1	1022
31	99
0	157
0	398
0	580
0	331
0	329
1	95
0	394
0	308
0	343
0	330
0	268
0	416
0	419
0	334
1	317
0	394
0	367
0	17
0	302
0	525
0	530
0	293
0	283
0	586
0	308
0	310
0	252
0	345
2	120
0	116
0	581
1	333
0	371
0	56
0	313
0	328
0	310
0	368
0	327
0	285
0	230
0	334
0	69
0	120
0	357
0	22
0	387
0	115
0	123
0	358
6	208
0	290
3	322
0	346
0	194
0	275
0	344
1	124
0	97
0	297
8	297
11	21
0	211
0	78
1	122
0	2
0	1
0	1
0	1
0	1
0	4
0	4
0	0
0	3
0	3
0	5
0	5
0	5
0	4
0	15
0	5
0	15
0	5
0	5
0	5
0	15
0	5
0	15
0	5
0	15
0	5
0	5
0	5
0	5
0	5
0	4
0	5
0	5
0	5
0	5
0	5
0	5
0	5
0	0
1	1
0	0
0	0
0	0
0	6
0	4
0	1
0	0
0	0
0	1
3	9
0	0
0	0
0	0
0	8
0	2
0	6
2	6
0	13
0	0
0	6
0	0
0	3
0	0
0	1
0	0
0	5
0	9
0	4
0	5
0	1
0	6
0	10
0	5
0	3
1	22
0	0
